"näringsgren SNI 2007","år","tabellinnehåll","Basfakta företag enligt Företagens ekonomi"
"19 tillverkning av stenkolsprodukter och raffinerade petroleumprodukter","2023","Nettoomsättning, mnkr",197107
"19 tillverkning av stenkolsprodukter och raffinerade petroleumprodukter","2023","Förädlingsvärde, mnkr",15921
"19 tillverkning av stenkolsprodukter och raffinerade petroleumprodukter","2023","Summa tillgångar, mnkr",76173
"19 tillverkning av stenkolsprodukter och raffinerade petroleumprodukter","2023","Bruttoinvesteringar, mnkr",6845
"19 tillverkning av stenkolsprodukter och raffinerade petroleumprodukter","2023","Nettoinvesteringar, mnkr",6780
"19 tillverkning av stenkolsprodukter och raffinerade petroleumprodukter","2022","Antal företag",26
"19 tillverkning av stenkolsprodukter och raffinerade petroleumprodukter","2022","Antal anställda",2791
"19 tillverkning av stenkolsprodukter och raffinerade petroleumprodukter","2022","Nettoomsättning, mnkr",236001
"19 tillverkning av stenkolsprodukter och raffinerade petroleumprodukter","2022","Förädlingsvärde, mnkr",22987
"19 tillverkning av stenkolsprodukter och raffinerade petroleumprodukter","2022","Summa tillgångar, mnkr",74147
"19 tillverkning av stenkolsprodukter och raffinerade petroleumprodukter","2022","Bruttoinvesteringar, mnkr",2895
"19 tillverkning av stenkolsprodukter och raffinerade petroleumprodukter","2022","Nettoinvesteringar, mnkr",2782
"19 tillverkning av stenkolsprodukter och raffinerade petroleumprodukter","2023","Antal företag",21
"19 tillverkning av stenkolsprodukter och raffinerade petroleumprodukter","2023","Antal anställda",2915
"19 tillverkning av stenkolsprodukter och raffinerade petroleumprodukter","2023","Nettoomsättning, mnkr",197107
"19 tillverkning av stenkolsprodukter och raffinerade petroleumprodukter","2023","Förädlingsvärde, mnkr",15921
"19 tillverkning av stenkolsprodukter och raffinerade petroleumprodukter","2023","Summa tillgångar, mnkr",76173
"19 tillverkning av stenkolsprodukter och raffinerade petroleumprodukter","2023","Bruttoinvesteringar, mnkr",6845
"19 tillverkning av stenkolsprodukter och raffinerade petroleumprodukter","2023","Nettoinvesteringar, mnkr",6780
"19.1 tillverkning av stenkolsprodukter","2022","Antal företag",..
"19.1 tillverkning av stenkolsprodukter","2022","Antal anställda",..
"19.1 tillverkning av stenkolsprodukter","2022","Nettoomsättning, mnkr",..
"19.1 tillverkning av stenkolsprodukter","2022","Förädlingsvärde, mnkr",..
"19.1 tillverkning av stenkolsprodukter","2022","Summa tillgångar, mnkr",..
"19.1 tillverkning av stenkolsprodukter","2022","Bruttoinvesteringar, mnkr",..
"19.1 tillverkning av stenkolsprodukter","2022","Nettoinvesteringar, mnkr",..
"19.1 tillverkning av stenkolsprodukter","2023","Antal företag",..
"19.1 tillverkning av stenkolsprodukter","2023","Antal anställda",..
"19.1 tillverkning av stenkolsprodukter","2023","Nettoomsättning, mnkr",..
"19.1 tillverkning av stenkolsprodukter","2023","Förädlingsvärde, mnkr",..
"19.1 tillverkning av stenkolsprodukter","2023","Summa tillgångar, mnkr",..
"19.1 tillverkning av stenkolsprodukter","2023","Bruttoinvesteringar, mnkr",..
"19.1 tillverkning av stenkolsprodukter","2023","Nettoinvesteringar, mnkr",..
"19.10 tillverkning av stenkolsprodukter","2022","Antal företag",..
"19.10 tillverkning av stenkolsprodukter","2022","Antal anställda",..
"19.10 tillverkning av stenkolsprodukter","2022","Nettoomsättning, mnkr",..
"19.10 tillverkning av stenkolsprodukter","2022","Förädlingsvärde, mnkr",..
"19.10 tillverkning av stenkolsprodukter","2022","Summa tillgångar, mnkr",..
"19.10 tillverkning av stenkolsprodukter","2022","Bruttoinvesteringar, mnkr",..
"19.10 tillverkning av stenkolsprodukter","2022","Nettoinvesteringar, mnkr",..
"19.10 tillverkning av stenkolsprodukter","2023","Antal företag",..
"19.10 tillverkning av stenkolsprodukter","2023","Antal anställda",..
"19.10 tillverkning av stenkolsprodukter","2023","Nettoomsättning, mnkr",..
"19.10 tillverkning av stenkolsprodukter","2023","Förädlingsvärde, mnkr",..
"19.10 tillverkning av stenkolsprodukter","2023","Summa tillgångar, mnkr",..
"19.10 tillverkning av stenkolsprodukter","2023","Bruttoinvesteringar, mnkr",..
"19.10 tillverkning av stenkolsprodukter","2023","Nettoinvesteringar, mnkr",..
"19.2 petroleumraffinering","2022","Antal företag",26
"19.2 petroleumraffinering","2022","Antal anställda",2791
"19.2 petroleumraffinering","2022","Nettoomsättning, mnkr",236001
"19.2 petroleumraffinering","2022","Förädlingsvärde, mnkr",22987
"19.2 petroleumraffinering","2022","Summa tillgångar, mnkr",74147
"19.2 petroleumraffinering","2022","Bruttoinvesteringar, mnkr",2895
"19.2 petroleumraffinering","2022","Nettoinvesteringar, mnkr",2782
"19.2 petroleumraffinering","2023","Antal företag",21
"19.2 petroleumraffinering","2023","Antal anställda",2915
"19.2 petroleumraffinering","2023","Nettoomsättning, mnkr",197107
"19.2 petroleumraffinering","2023","Förädlingsvärde, mnkr",15921
"19.2 petroleumraffinering","2023","Summa tillgångar, mnkr",76173
"19.2 petroleumraffinering","2023","Bruttoinvesteringar, mnkr",6845
"19.2 petroleumraffinering","2023","Nettoinvesteringar, mnkr",6780
"19.20 petroleumraffinering","2022","Antal företag",26
"19.20 petroleumraffinering","2022","Antal anställda",2791
"19.20 petroleumraffinering","2022","Nettoomsättning, mnkr",236001
"19.20 petroleumraffinering","2022","Förädlingsvärde, mnkr",22987
"19.20 petroleumraffinering","2022","Summa tillgångar, mnkr",74147
"19.20 petroleumraffinering","2022","Bruttoinvesteringar, mnkr",2895
"19.20 petroleumraffinering","2022","Nettoinvesteringar, mnkr",2782
"19.20 petroleumraffinering","2023","Antal företag",21
"19.20 petroleumraffinering","2023","Antal anställda",2915
"19.20 petroleumraffinering","2023","Nettoomsättning, mnkr",197107
"19.20 petroleumraffinering","2023","Förädlingsvärde, mnkr",15921
"19.20 petroleumraffinering","2023","Summa tillgångar, mnkr",76173
"19.20 petroleumraffinering","2023","Bruttoinvesteringar, mnkr",6845
"19.20 petroleumraffinering","2023","Nettoinvesteringar, mnkr",6780
"CE-20 tillverkning av kemikalier och kemiska produkter","2022","Antal företag",672
"CE-20 tillverkning av kemikalier och kemiska produkter","2022","Antal anställda",18614
"CE-20 tillverkning av kemikalier och kemiska produkter","2022","Nettoomsättning, mnkr",125544
"CE-20 tillverkning av kemikalier och kemiska produkter","2022","Förädlingsvärde, mnkr",34601
"CE-20 tillverkning av kemikalier och kemiska produkter","2022","Summa tillgångar, mnkr",205951
"CE-20 tillverkning av kemikalier och kemiska produkter","2022","Bruttoinvesteringar, mnkr",5906
"CE-20 tillverkning av kemikalier och kemiska produkter","2022","Nettoinvesteringar, mnkr",5639
"CE-20 tillverkning av kemikalier och kemiska produkter","2023","Antal företag",695
"CE-20 tillverkning av kemikalier och kemiska produkter","2023","Antal anställda",18220
"CE-20 tillverkning av kemikalier och kemiska produkter","2023","Nettoomsättning, mnkr",121393
"CE-20 tillverkning av kemikalier och kemiska produkter","2023","Förädlingsvärde, mnkr",35167
"CE-20 tillverkning av kemikalier och kemiska produkter","2023","Summa tillgångar, mnkr",220639
"CE-20 tillverkning av kemikalier och kemiska produkter","2023","Bruttoinvesteringar, mnkr",6165
"CE-20 tillverkning av kemikalier och kemiska produkter","2023","Nettoinvesteringar, mnkr",5765
"20 tillverkning av kemikalier och kemiska produkter","2022","Antal företag",672
"20 tillverkning av kemikalier och kemiska produkter","2022","Antal anställda",18614
"20 tillverkning av kemikalier och kemiska produkter","2022","Nettoomsättning, mnkr",125544
"20 tillverkning av kemikalier och kemiska produkter","2022","Förädlingsvärde, mnkr",34601
"20 tillverkning av kemikalier och kemiska produkter","2022","Summa tillgångar, mnkr",205951
"20 tillverkning av kemikalier och kemiska produkter","2022","Bruttoinvesteringar, mnkr",5906
"20 tillverkning av kemikalier och kemiska produkter","2022","Nettoinvesteringar, mnkr",5639
"20 tillverkning av kemikalier och kemiska produkter","2023","Antal företag",695
"20 tillverkning av kemikalier och kemiska produkter","2023","Antal anställda",18220
"20 tillverkning av kemikalier och kemiska produkter","2023","Nettoomsättning, mnkr",121393
"20 tillverkning av kemikalier och kemiska produkter","2023","Förädlingsvärde, mnkr",35167
"20 tillverkning av kemikalier och kemiska produkter","2023","Summa tillgångar, mnkr",220639
"20 tillverkning av kemikalier och kemiska produkter","2023","Bruttoinvesteringar, mnkr",6165
"20 tillverkning av kemikalier och kemiska produkter","2023","Nettoinvesteringar, mnkr",5765
"20 tillverkning av kemikalier och kemiska produkter","2022","Antal företag",672
"20 tillverkning av kemikalier och kemiska produkter","2022","Antal anställda",18614
"20 tillverkning av kemikalier och kemiska produkter","2022","Nettoomsättning, mnkr",125544
"20 tillverkning av kemikalier och kemiska produkter","2022","Förädlingsvärde, mnkr",34601
"20 tillverkning av kemikalier och kemiska produkter","2022","Summa tillgångar, mnkr",205951
"20 tillverkning av kemikalier och kemiska produkter","2022","Bruttoinvesteringar, mnkr",5906
"20 tillverkning av kemikalier och kemiska produkter","2022","Nettoinvesteringar, mnkr",5639
"20 tillverkning av kemikalier och kemiska produkter","2023","Antal företag",695
"20 tillverkning av kemikalier och kemiska produkter","2023","Antal anställda",18220
"20 tillverkning av kemikalier och kemiska produkter","2023","Nettoomsättning, mnkr",121393
"20 tillverkning av kemikalier och kemiska produkter","2023","Förädlingsvärde, mnkr",35167
"20 tillverkning av kemikalier och kemiska produkter","2023","Summa tillgångar, mnkr",220639
"20 tillverkning av kemikalier och kemiska produkter","2023","Bruttoinvesteringar, mnkr",6165
"20 tillverkning av kemikalier och kemiska produkter","2023","Nettoinvesteringar, mnkr",5765
"20.1 tillverkning av baskemikalier, gödselmedel och kväveprodukter, plaster och syntetgummi i obearbetad form","2022","Antal företag",169
"20.1 tillverkning av baskemikalier, gödselmedel och kväveprodukter, plaster och syntetgummi i obearbetad form","2022","Antal anställda",8520
"20.1 tillverkning av baskemikalier, gödselmedel och kväveprodukter, plaster och syntetgummi i obearbetad form","2022","Nettoomsättning, mnkr",75141
"20.1 tillverkning av baskemikalier, gödselmedel och kväveprodukter, plaster och syntetgummi i obearbetad form","2022","Förädlingsvärde, mnkr",19209
"20.1 tillverkning av baskemikalier, gödselmedel och kväveprodukter, plaster och syntetgummi i obearbetad form","2022","Summa tillgångar, mnkr",101376
"20.1 tillverkning av baskemikalier, gödselmedel och kväveprodukter, plaster och syntetgummi i obearbetad form","2022","Bruttoinvesteringar, mnkr",4359
"20.1 tillverkning av baskemikalier, gödselmedel och kväveprodukter, plaster och syntetgummi i obearbetad form","2022","Nettoinvesteringar, mnkr",4169
"20.1 tillverkning av baskemikalier, gödselmedel och kväveprodukter, plaster och syntetgummi i obearbetad form","2023","Antal företag",175
"20.1 tillverkning av baskemikalier, gödselmedel och kväveprodukter, plaster och syntetgummi i obearbetad form","2023","Antal anställda",8445
"20.1 tillverkning av baskemikalier, gödselmedel och kväveprodukter, plaster och syntetgummi i obearbetad form","2023","Nettoomsättning, mnkr",67730
"20.1 tillverkning av baskemikalier, gödselmedel och kväveprodukter, plaster och syntetgummi i obearbetad form","2023","Förädlingsvärde, mnkr",18454
"20.1 tillverkning av baskemikalier, gödselmedel och kväveprodukter, plaster och syntetgummi i obearbetad form","2023","Summa tillgångar, mnkr",107684
"20.1 tillverkning av baskemikalier, gödselmedel och kväveprodukter, plaster och syntetgummi i obearbetad form","2023","Bruttoinvesteringar, mnkr",4095
"20.1 tillverkning av baskemikalier, gödselmedel och kväveprodukter, plaster och syntetgummi i obearbetad form","2023","Nettoinvesteringar, mnkr",3860
"20.11 industrigasframställning","2022","Antal företag",14
"20.11 industrigasframställning","2022","Antal anställda",999
"20.11 industrigasframställning","2022","Nettoomsättning, mnkr",..
"20.11 industrigasframställning","2022","Förädlingsvärde, mnkr",..
"20.11 industrigasframställning","2022","Summa tillgångar, mnkr",..
"20.11 industrigasframställning","2022","Bruttoinvesteringar, mnkr",..
"20.11 industrigasframställning","2022","Nettoinvesteringar, mnkr",..
"20.11 industrigasframställning","2023","Antal företag",15
"20.11 industrigasframställning","2023","Antal anställda",1021
"20.11 industrigasframställning","2023","Nettoomsättning, mnkr",..
"20.11 industrigasframställning","2023","Förädlingsvärde, mnkr",..
"20.11 industrigasframställning","2023","Summa tillgångar, mnkr",..
"20.11 industrigasframställning","2023","Bruttoinvesteringar, mnkr",..
"20.11 industrigasframställning","2023","Nettoinvesteringar, mnkr",..
"20.12 tillverkning av färgämnen","2022","Antal företag",9
"20.12 tillverkning av färgämnen","2022","Antal anställda",176
"20.12 tillverkning av färgämnen","2022","Nettoomsättning, mnkr",..
"20.12 tillverkning av färgämnen","2022","Förädlingsvärde, mnkr",..
"20.12 tillverkning av färgämnen","2022","Summa tillgångar, mnkr",..
"20.12 tillverkning av färgämnen","2022","Bruttoinvesteringar, mnkr",..
"20.12 tillverkning av färgämnen","2022","Nettoinvesteringar, mnkr",..
"20.12 tillverkning av färgämnen","2023","Antal företag",9
"20.12 tillverkning av färgämnen","2023","Antal anställda",174
"20.12 tillverkning av färgämnen","2023","Nettoomsättning, mnkr",..
"20.12 tillverkning av färgämnen","2023","Förädlingsvärde, mnkr",..
"20.12 tillverkning av färgämnen","2023","Summa tillgångar, mnkr",..
"20.12 tillverkning av färgämnen","2023","Bruttoinvesteringar, mnkr",..
"20.12 tillverkning av färgämnen","2023","Nettoinvesteringar, mnkr",..
"20.13 tillverkning av andra oorganiska baskemikalier","2022","Antal företag",27
"20.13 tillverkning av andra oorganiska baskemikalier","2022","Antal anställda",642
"20.13 tillverkning av andra oorganiska baskemikalier","2022","Nettoomsättning, mnkr",3417
"20.13 tillverkning av andra oorganiska baskemikalier","2022","Förädlingsvärde, mnkr",1022
"20.13 tillverkning av andra oorganiska baskemikalier","2022","Summa tillgångar, mnkr",11127
"20.13 tillverkning av andra oorganiska baskemikalier","2022","Bruttoinvesteringar, mnkr",325
"20.13 tillverkning av andra oorganiska baskemikalier","2022","Nettoinvesteringar, mnkr",314
"20.13 tillverkning av andra oorganiska baskemikalier","2023","Antal företag",28
"20.13 tillverkning av andra oorganiska baskemikalier","2023","Antal anställda",639
"20.13 tillverkning av andra oorganiska baskemikalier","2023","Nettoomsättning, mnkr",3448
"20.13 tillverkning av andra oorganiska baskemikalier","2023","Förädlingsvärde, mnkr",1061
"20.13 tillverkning av andra oorganiska baskemikalier","2023","Summa tillgångar, mnkr",12296
"20.13 tillverkning av andra oorganiska baskemikalier","2023","Bruttoinvesteringar, mnkr",351
"20.13 tillverkning av andra oorganiska baskemikalier","2023","Nettoinvesteringar, mnkr",306
"20.14 tillverkning av andra organiska baskemikalier","2022","Antal företag",49
"20.14 tillverkning av andra organiska baskemikalier","2022","Antal anställda",2025
